Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,TCmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Max Aarons\774cf58b,eng ENG,DF,Norwich City,21,2000,32.0,1087,1440,75.5,18371,6874,560,622,90.0,419,544,77.0,98,217,45.2,2,1.4,+0.6,19,50,36,8,94,Matches
2,Che Adams\f2bf1b0f,sct SCO,FW,Southampton,25,1996,22.7,337,484,69.6,5275,1087,187,240,77.9,101,135,74.8,30,53,56.6,3,2.6,+0.4,26,22,13,1,35,Matches
3,Rayan Aït Nouri\9b398aea,fr FRA,DF,Wolves,20,2001,20.3,754,1003,75.2,13088,4592,385,420,91.7,288,366,78.7,76,174,43.7,2,1.3,+0.7,17,29,15,9,49,Matches
4,Kristoffer Ajer\a8c0acb7,no NOR,DF,Brentford,23,1998,22.2,629,873,72.1,11601,5267,245,296,82.8,295,370,79.7,74,153,48.4,3,1.4,+1.6,6,48,10,1,75,Matches
5,Nathan Aké\eaeca114,nl NED,DF,Manchester City,26,1995,10.3,780,855,91.2,14444,4178,331,351,94.3,364,395,92.2,80,98,81.6,0,0.5,-0.5,2,53,3,0,31,Matches
6,Marc Albrighton\b827d5b3,eng ENG,FWDF,Leicester City,31,1989,12.6,345,551,62.6,5530,2373,200,235,85.1,114,172,66.3,24,106,22.6,2,1.7,+0.3,12,21,11,5,32,Matches
7,Thiago Alcántara\77e84962,es ESP,MF,Liverpool,30,1991,17.0,1325,1479,89.6,28007,7322,455,492,92.5,611,657,93.0,248,300,82.7,4,2.3,+1.7,28,199,22,1,175,Matches
8,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,22,1998,31.7,2013,2706,74.4,44509,18154,727,826,88.0,813,1010,80.5,451,786,57.4,12,11.2,+0.8,89,231,89,26,278,Matches
9,Alisson\7a2e46a8,br BRA,GK,Liverpool,28,1992,36.0,1178,1360,86.6,31704,17522,181,184,98.4,655,662,98.9,338,510,66.3,1,0.4,+0.6,2,13,0,0,0,Matches
10,Allan\cc700722,br BRA,MF,Everton,30,1991,24.3,757,967,78.3,14541,4232,284,332,85.5,354,426,83.1,99,157,63.1,2,0.9,+1.1,15,100,19,2,106,Matches
11,Dele Alli\cea4ee8f,eng ENG,MFFW,Tottenham,25,1996,7.3,167,214,78.0,2687,651,94,108,87.0,56,69,81.2,14,27,51.9,0,0.8,-0.8,2,13,5,0,19,Matches
12,Dele Alli\cea4ee8f,eng ENG,MF,Everton,25,1996,3.8,114,152,75.0,1873,511,51,67,76.1,44,52,84.6,11,18,61.1,0,0.3,-0.3,7,10,4,1,12,Matches
13,Miguel Almirón\862a1c15,py PAR,MFFW,Newcastle Utd,27,1994,19.1,406,505,80.4,6222,1461,224,254,88.2,139,169,82.2,28,46,60.9,0,0.7,-0.7,16,22,9,2,38,Matches
14,Marcos Alonso\f4290206,es ESP,DF,Chelsea,30,1990,24.1,1132,1456,77.7,19695,6764,556,629,88.4,448,532,84.2,108,235,46.0,4,4.6,-0.6,44,68,33,15,107,Matches
15,Steven Alzate\ad1f61f3,co COL,MF,Brighton,22,1998,4.5,207,234,88.5,3619,900,92,102,90.2,85,90,94.4,24,32,75.0,0,0.2,-0.2,3,17,3,1,17,Matches
16,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,26,1994,23.6,1353,1475,91.7,27707,7913,405,428,94.6,751,788,95.3,186,230,80.9,0,0.2,-0.2,3,55,0,0,59,Matches
17,Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,25,1996,32.4,1813,2197,82.5,47245,14431,326,367,88.8,962,1034,93.0,518,779,66.5,3,2.0,+1.0,20,159,12,3,93,Matches
18,Michail Antonio\ac05f970,jm JAM,FW,West Ham,31,1990,33.0,466,708,65.8,7552,1461,256,333,76.9,145,213,68.1,45,84,53.6,8,6.6,+1.4,46,26,32,13,43,Matches
19,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,19,2001,0.3,5,5,100.0,91,28,1,1,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,1,0,3,Matches
20,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,28,1993,1.0,20,41,48.8,768,546,0,0,,9,9,100.0,11,32,34.4,0,0.0,0.0,0,0,0,0,0,Matches
21,Adam Armstrong\68c720b5,eng ENG,FW,Southampton,24,1997,15.7,223,315,70.8,3764,609,106,136,77.9,96,127,75.6,16,32,50.0,2,1.7,+0.3,12,14,13,0,26,Matches
22,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,29,1992,16.4,583,734,79.4,9335,2293,304,366,83.1,218,254,85.8,43,69,62.3,0,1.4,-1.4,25,39,24,5,68,Matches
23,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,26,1994,4.0,115,139,82.7,2763,1294,28,28,100.0,59,59,100.0,27,51,52.9,0,0.0,0.0,0,1,0,0,0,Matches
24,Harrison Ashby\b391383a,sct SCO,DF,West Ham,19,2001,0.1,7,8,87.5,142,18,2,2,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
25,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,32,1989,11.5,145,205,70.7,2016,383,94,117,80.3,40,62,64.5,8,14,57.1,1,0.8,+0.2,9,4,10,1,13,Matches
26,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,29,1991,22.4,570,745,76.5,8666,1732,326,368,88.6,197,245,80.4,33,79,41.8,3,2.3,+0.7,21,29,15,5,48,Matches
27,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,29,1991,25.2,1218,1558,78.2,25686,10984,440,500,88.0,554,648,85.5,214,366,58.5,2,0.8,+1.2,8,99,11,4,125,Matches
28,César Azpilicueta\53cad200,es ESP,DF,Chelsea,31,1989,23.0,1442,1713,84.2,24337,9312,707,779,90.8,628,709,88.6,95,176,54.0,2,2.1,-0.1,18,107,20,3,124,Matches
29,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,27,1994,12.0,211,357,59.1,8151,5656,21,21,100.0,79,82,96.3,111,254,43.7,0,0.0,0.0,0,9,0,0,0,Matches
30,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,23,1997,8.5,149,224,66.5,2621,580,71,83,85.5,52,74,70.3,20,45,44.4,2,0.6,+1.4,8,4,11,3,20,Matches
31,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,27,1994,2.4,64,80,80.0,1365,459,24,26,92.3,26,30,86.7,14,22,63.6,0,0.0,0.0,0,2,0,0,3,Matches
32,Folarin Balogun\31822f8c,eng ENG,FW,Arsenal,20,2001,0.8,4,8,50.0,60,6,2,4,50.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
33,Patrick Bamford\93feac6e,eng ENG,FW,Leeds United,27,1993,6.2,85,103,82.5,1349,211,48,53,90.6,26,31,83.9,9,13,69.2,2,1.0,+1.0,6,6,5,2,7,Matches
34,Shandon Baptiste\2886c9b5,gd GRN,MF,Brentford,23,1998,10.1,254,305,83.3,4349,887,126,142,88.7,93,109,85.3,27,39,69.2,1,0.5,+0.5,9,22,6,1,21,Matches
35,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,27,1993,2.0,105,127,82.7,1714,381,59,64,92.2,30,38,78.9,12,15,80.0,0,0.7,-0.7,8,6,7,0,11,Matches
36,Ashley Barnes\2691c772,eng ENG,FW,Burnley,31,1989,9.0,130,199,65.3,1877,537,79,105,75.2,37,59,62.7,9,18,50.0,0,1.6,-1.6,10,18,5,2,19,Matches
37,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,23,1997,23.3,557,751,74.2,8019,2337,336,405,83.0,179,245,73.1,24,53,45.3,10,4.0,+6.0,29,28,28,2,74,Matches
38,Lewis Bate\cd4256d3,eng ENG,MF,Leeds United,18,2002,1.6,41,54,75.9,556,138,26,32,81.3,10,12,83.3,2,5,40.0,0,0.0,0.0,0,2,0,0,4,Matches
39,Mads Bech Sørensen\30db8574,dk DEN,DF,Brentford,22,1999,9.3,388,500,77.6,8013,3011,130,152,85.5,189,223,84.8,65,110,59.1,0,0.4,-0.4,7,21,4,3,15,Matches
40,Jan Bednarek\4115ce4e,pl POL,DF,Southampton,25,1996,29.2,1185,1431,82.8,24493,7355,395,434,91.0,605,674,89.8,171,295,58.0,0,0.6,-0.6,6,75,1,1,51,Matches
41,Donny van de Beek\50dc94ce,nl NED,MF,Manchester Utd,24,1997,0.8,25,32,78.1,385,184,14,18,77.8,8,10,80.0,2,2,100.0,0,0.5,-0.5,3,2,2,0,3,Matches
42,Donny van de Beek\50dc94ce,nl NED,MF,Everton,24,1997,5.4,202,241,83.8,3132,897,104,118,88.1,80,88,90.9,10,23,43.5,0,0.1,-0.1,2,15,3,0,14,Matches
43,Asmir Begović\7b4de647,ba BIH,GK,Everton,34,1987,3.0,35,84,41.7,1599,1285,2,2,100.0,10,10,100.0,23,71,32.4,0,0.0,0.0,0,1,0,0,0,Matches
44,Saïd Benrahma\5a04fd92,dz ALG,FWMF,West Ham,25,1995,24.1,625,831,75.2,9864,2270,369,428,86.2,191,252,75.8,47,94,50.0,6,3.2,+2.8,31,33,32,12,61,Matches
45,Rodrigo Bentancur\3b8674e6,uy URU,MF,Tottenham,24,1997,15.1,905,1015,89.2,17316,3449,359,385,93.2,401,434,92.4,127,155,81.9,4,2.3,+1.7,15,81,7,2,68,Matches
46,Christian Benteke\ab070c55,be BEL,FW,Crystal Palace,30,1990,12.7,205,300,68.3,3169,582,117,158,74.1,60,96,62.5,19,27,70.4,1,1.1,-0.1,11,11,10,1,17,Matches
47,Jóhann Berg Guðmundsson\f72293fc,is ISL,MF,Burnley,30,1990,12.2,218,345,63.2,3487,903,134,165,81.2,58,89,65.2,22,63,34.9,1,0.3,+0.7,6,6,12,11,13,Matches
48,Steven Bergwijn\a29b1131,nl NED,FWMF,Tottenham,23,1997,6.3,148,178,83.1,2056,420,94,102,92.2,40,50,80.0,6,11,54.5,1,0.7,+0.3,8,8,10,0,15,Matches
49,Ryan Bertrand\01226327,eng ENG,DF,Leicester City,31,1989,3.7,154,191,80.6,2609,1077,75,81,92.6,65,78,83.3,9,18,50.0,0,0.3,-0.3,2,11,1,0,7,Matches
50,Mads Bidstrup\407db0d5,dk DEN,MF,Brentford,20,2001,0.5,8,11,72.7,142,17,5,6,83.3,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
51,Yves Bissouma\6c203af0,ml MLI,MF,Brighton,24,1996,23.5,1061,1183,89.7,19784,3639,456,499,91.4,452,486,93.0,139,170,81.8,2,0.8,+1.2,8,70,12,0,52,Matches
52,Willy Boly\a4ac4b8f,ci CIV,DF,Wolves,30,1991,10.0,450,541,83.2,8974,3526,158,170,92.9,225,252,89.3,61,107,57.0,0,0.1,-0.1,1,17,0,0,15,Matches
53,Jarrod Bowen\79c84d1c,eng ENG,FW,West Ham,24,1996,33.1,586,862,68.0,10912,2894,278,345,80.6,183,245,74.7,104,206,50.5,10,5.7,+4.3,42,28,27,5,53,Matches
54,Jarrad Branthwaite\c1949191,eng ENG,DF,Everton,19,2002,4.3,85,116,73.3,1591,657,39,47,83.0,35,45,77.8,10,20,50.0,0,0.0,0.0,0,7,1,0,7,Matches
55,Armando Broja\97220da2,al ALB,FW,Southampton,19,2001,21.9,250,404,61.9,3086,630,162,232,69.8,62,117,53.0,5,13,38.5,0,1.3,-1.3,8,19,2,0,18,Matches
56,Josh Brownhill\47369df8,eng ENG,MF,Burnley,25,1995,32.8,900,1191,75.6,15616,4285,459,546,84.1,307,390,78.7,111,198,56.1,3,2.5,+0.5,40,77,21,1,92,Matches
57,Lewis Brunt\a2081c6b,eng ENG,MF,Leicester City,20,2000,0.3,21,21,100.0,441,20,8,8,100.0,10,10,100.0,3,3,100.0,0,0.0,0.0,0,1,0,0,0,Matches
58,Bryan\7b5ab7f2,es ESP,FWMF,Tottenham,20,2001,1.0,49,63,77.8,764,240,29,35,82.9,15,19,78.9,4,5,80.0,0,0.1,-0.1,2,1,3,2,2,Matches
59,Emi Buendía\66b76d44,ar ARG,FWMF,Aston Villa,24,1996,21.1,697,876,79.6,11280,3006,363,424,85.6,246,297,82.8,61,101,60.4,6,5.5,+0.5,45,63,41,3,108,Matches
60,Dan Burn\b2d31e83,eng ENG,DF,Newcastle Utd,29,1992,16.0,460,574,80.1,9471,2564,136,162,84.0,250,285,87.7,65,109,59.6,1,0.1,+0.9,2,27,1,0,27,Matches
61,Dan Burn\b2d31e83,eng ENG,DF,Brighton,29,1992,11.4,507,623,81.4,11085,2931,124,151,82.1,276,312,88.5,100,145,69.0,0,0.0,0.0,1,43,2,0,36,Matches
62,Jack Butland\cc70a1d5,eng ENG,GK,Crystal Palace,28,1993,8.5,205,279,73.5,5079,2568,56,56,100.0,103,105,98.1,45,117,38.5,0,0.0,0.0,0,2,0,0,0,Matches
63,Sam Byram\1bf811d4,eng ENG,DF,Norwich City,27,1993,11.4,380,486,78.2,6385,2056,187,217,86.2,156,194,80.4,30,54,55.6,0,0.2,-0.2,4,13,4,0,25,Matches
64,Willy Caballero\a179d516,ar ARG,GK,Southampton,39,1981,2.0,39,59,66.1,1548,1209,4,4,100.0,14,14,100.0,21,41,51.2,0,0.0,0.0,0,0,0,0,0,Matches
65,Moisés Caicedo\16264a81,ec ECU,MF,Brighton,19,2001,7.3,224,274,81.8,3494,876,119,138,86.2,77,98,78.6,20,28,71.4,1,0.4,+0.6,5,14,3,0,21,Matches
66,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,24,1997,14.3,180,292,61.6,2199,459,115,177,65.0,36,68,52.9,9,12,75.0,2,1.8,+0.2,12,10,5,0,12,Matches
67,Chem Campbell\6f711f67,wls WAL,MF,Wolves,18,2002,0.1,9,10,90.0,110,23,7,8,87.5,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
68,João Cancelo\bd6351cd,pt POR,DF,Manchester City,27,1994,35.9,2752,3282,83.9,49380,14430,1304,1412,92.4,1132,1306,86.7,297,482,61.6,7,5.1,+1.9,39,266,95,13,274,Matches
69,Sergi Canós\1137759d,es ESP,DF,Brentford,24,1997,23.1,452,748,60.4,7966,3379,228,289,78.9,159,237,67.1,55,164,33.5,2,1.9,+0.1,17,44,26,10,77,Matches
70,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,23,1998,4.9,127,154,82.5,2078,457,61,70,87.1,50,60,83.3,11,16,68.8,0,0.2,-0.2,2,9,2,0,10,Matches
71,Matty Cash\2389cdc2,pl POL,DF,Aston Villa,23,1997,37.5,1120,1586,70.6,20851,8091,482,556,86.7,477,604,79.0,139,361,38.5,3,1.9,+1.1,25,68,29,14,91,Matches
72,Timothy Castagne\197640fd,be BEL,DF,Leicester City,25,1995,23.6,1068,1292,82.7,18149,6480,527,592,89.0,439,519,84.6,90,140,64.3,0,1.3,-1.3,14,65,14,6,69,Matches
73,Jonny Castro\e28868f3,es ESP,DF,Wolves,27,1994,11.4,506,600,84.3,8940,2616,231,260,88.8,213,244,87.3,53,71,74.6,0,1.2,-1.2,10,20,9,4,31,Matches
74,Craig Cathcart\89e4b358,nir NIR,DF,Watford,32,1989,26.6,742,917,80.9,17605,5044,176,199,88.4,393,451,87.1,169,253,66.8,1,0.3,+0.7,2,47,5,1,40,Matches
75,Edinson Cavani\527f063d,uy URU,FW,Manchester Utd,34,1987,8.5,180,225,80.0,2736,344,111,128,86.7,50,67,74.6,11,19,57.9,1,1.4,-0.4,8,4,1,0,9,Matches
76,Kayky Chagas\17734ea0,br BRA,FW,Manchester City,18,2003,0.1,2,2,100.0,32,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
77,Trevoh Chalobah\5515376c,eng ENG,DF,Chelsea,22,1999,16.1,1138,1239,91.8,20653,5698,449,475,94.5,586,616,95.1,98,136,72.1,1,0.2,+0.8,3,103,6,0,54,Matches
78,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,26,1995,1.9,81,98,82.7,1499,490,35,38,92.1,36,42,85.7,10,17,58.8,0,0.1,-0.1,1,5,1,1,9,Matches
79,Calum Chambers\dc6f5bdd,eng ENG,DF,Aston Villa,26,1995,9.2,384,460,83.5,8361,2650,106,120,88.3,208,227,91.6,67,106,63.2,0,0.1,-0.1,2,33,5,0,24,Matches
80,Daniel Chesters\240c8ab6,eng ENG,MF,West Ham,19,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
81,Ben Chilwell\d2424d1b,eng ENG,DF,Chelsea,24,1996,6.0,265,344,77.0,4218,1153,133,146,91.1,110,132,83.3,16,47,34.0,1,0.9,+0.1,10,7,6,1,13,Matches
82,Chiquinho\dc6c2f02,pt POR,DFMF,Wolves,21,2000,2.3,72,108,66.7,1251,478,43,53,81.1,17,29,58.6,11,18,61.1,3,0.6,+2.4,5,5,5,4,10,Matches
83,Hamza Choudhury\7d2d3329,eng ENG,DFMF,Leicester City,23,1997,3.2,129,158,81.6,2277,536,62,70,88.6,47,57,82.5,17,24,70.8,0,0.0,0.0,0,2,0,0,5,Matches
84,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,25,1996,16.6,1166,1276,91.4,23812,6931,377,402,93.8,590,628,93.9,188,227,82.8,0,0.2,-0.2,5,94,7,1,69,Matches
85,Carney Chukwuemeka\b2f9c73e,eng ENG,MFFW,Aston Villa,17,2004,3.3,98,120,81.7,1461,245,50,60,83.3,40,44,90.9,5,7,71.4,1,1.0,0.0,2,2,0,0,3,Matches
86,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,31,1989,11.3,276,348,79.3,5333,1582,90,103,87.4,149,169,88.2,32,66,48.5,1,0.3,+0.7,4,12,1,1,15,Matches
87,Tom Cleverley\6cdd8245,eng ENG,MF,Watford,31,1989,18.0,461,626,73.6,7829,2352,227,263,86.3,163,205,79.5,53,127,41.7,2,2.0,0.0,19,41,11,4,43,Matches
88,Nathaniel Clyne\0442183b,eng ENG,DF,Crystal Palace,30,1991,15.0,563,718,78.4,9677,3450,258,284,90.8,258,316,81.6,40,92,43.5,1,0.5,+0.5,6,24,9,4,22,Matches
89,Conor Coady\2928dca2,eng ENG,DF,Wolves,28,1993,37.3,1471,1632,90.1,36772,10454,216,233,92.7,853,889,96.0,394,492,80.1,0,0.0,0.0,2,50,4,0,44,Matches
90,Séamus Coleman\0420d84f,ie IRL,DF,Everton,32,1988,29.5,913,1237,73.8,16388,7499,428,488,87.7,370,497,74.4,105,218,48.2,0,1.1,-1.1,12,91,25,11,84,Matches
91,Nathan Collins\a8c19eb8,ie IRL,DF,Burnley,20,2001,18.6,463,642,72.1,10217,3911,133,171,77.8,226,273,82.8,95,181,52.5,0,0.9,-0.9,7,41,5,1,45,Matches
92,Aaron Connolly\27c01749,ie IRL,FW,Brighton,21,2000,1.7,15,18,83.3,212,10,9,11,81.8,6,7,85.7,0,0,,0,0.4,-0.4,1,0,0,0,0,Matches
93,Liam Cooper\dc64b8b3,sct SCO,DF,Leeds United,29,1991,20.2,958,1123,85.3,20675,6397,254,283,89.8,542,581,93.3,152,238,63.9,1,0.1,+0.9,3,34,0,0,44,Matches
94,Jack Cork\74e12f1e,eng ENG,MF,Burnley,32,1989,18.6,432,573,75.4,7724,1982,212,266,79.7,143,182,78.6,64,92,69.6,0,0.1,-0.1,5,43,7,2,39,Matches
95,Maxwel Cornet\beb391dd,ci CIV,FWMF,Burnley,24,1996,19.6,285,434,65.7,4210,978,160,218,73.4,80,107,74.8,22,61,36.1,1,1.5,-0.5,14,9,14,5,23,Matches
96,Hélder Costa\f13d02a6,ao ANG,MF,Leeds United,27,1994,0.2,4,4,100.0,65,0,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
97,Vladimír Coufal\fdf3cb77,cz CZE,DF,West Ham,28,1992,24.5,982,1417,69.3,16708,7662,465,549,84.7,419,572,73.3,80,230,34.8,4,2.4,+1.6,20,64,31,17,105,Matches
98,Philippe Coutinho\0ef89a37,br BRA,MFFW,Aston Villa,29,1992,14.8,527,641,82.2,9021,2278,271,309,87.7,187,216,86.6,55,84,65.5,3,3.2,-0.2,25,68,13,3,60,Matches
99,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,31,1989,30.3,1641,2047,80.2,29789,12432,733,791,92.7,711,807,88.1,179,382,46.9,3,3.2,-0.2,35,127,24,8,155,Matches
100,Charlie Cresswell\4654e5f5,eng ENG,DF,Leeds United,18,2002,1.6,72,96,75.0,1599,476,17,19,89.5,42,46,91.3,13,30,43.3,0,0.0,0.0,0,3,0,0,5,Matches
101,Cucho\71b47ab9,co COL,FWMF,Watford,22,1999,12.7,254,394,64.5,4540,1604,126,164,76.8,80,115,69.6,39,80,48.8,2,1.9,+0.1,19,22,15,6,33,Matches
102,Marc Cucurella\1daec722,es ESP,DF,Brighton,23,1998,34.3,1895,2322,81.6,31827,11389,937,1032,90.8,770,894,86.1,152,281,54.1,1,2.7,-1.7,43,133,52,23,175,Matches
103,Luke Cundle\cc3b8e78,eng ENG,MF,Wolves,19,2002,2.0,96,106,90.6,1825,298,33,35,94.3,46,51,90.2,13,15,86.7,0,0.2,-0.2,2,9,2,0,7,Matches
104,Patson Daka\ca45605e,zm ZAM,FW,Leicester City,22,1998,12.9,172,223,77.1,2498,360,106,126,84.1,53,68,77.9,8,10,80.0,3,1.8,+1.2,12,7,4,1,12,Matches
105,Stuart Dallas\67ca8566,nir NIR,DFMF,Leeds United,30,1991,32.4,1312,1666,78.8,23028,8378,659,724,91.0,482,577,83.5,145,287,50.5,1,2.4,-1.4,34,113,29,5,128,Matches
106,Diogo Dalot\d9565625,pt POR,DF,Manchester Utd,22,1999,20.0,934,1171,79.8,18629,6793,363,418,86.8,430,508,84.6,137,222,61.7,0,1.0,-1.0,16,73,26,9,99,Matches
107,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,30,1990,8.0,152,253,60.1,6707,4585,15,15,100.0,41,42,97.6,96,195,49.2,0,0.0,0.0,0,10,0,0,0,Matches
108,Josh Dasilva\60344e4f,eng ENG,MFFW,Brentford,22,1998,2.9,71,88,80.7,1232,306,29,32,90.6,36,45,80.0,4,7,57.1,0,0.1,-0.1,2,6,4,1,7,Matches
109,Ben Davies\44781702,wls WAL,DF,Tottenham,28,1993,28.2,1375,1600,85.9,25844,8737,524,563,93.1,712,785,90.7,122,199,61.3,1,0.6,+0.4,8,124,14,0,117,Matches
110,Tom Davies\9228b07c,eng ENG,MF,Everton,23,1998,2.6,60,79,75.9,959,231,30,32,93.8,23,30,76.7,4,8,50.0,0,0.0,0.0,0,3,1,0,8,Matches
111,Keinan Davis\9deaf2c8,eng ENG,FW,Aston Villa,23,1998,0.1,3,3,100.0,49,30,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
112,Craig Dawson\3e9e06cb,eng ENG,DF,West Ham,31,1990,30.6,1015,1234,82.3,23629,7149,288,316,91.1,472,522,90.4,247,375,65.9,2,0.5,+1.5,3,84,1,0,45,Matches
113,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,30,1991,24.5,1172,1553,75.5,22303,6186,520,600,86.7,464,582,79.7,166,311,53.4,8,9.5,-1.5,88,132,67,9,157,Matches
114,Troy Deeney\82e34b69,eng ENG,FW,Watford,33,1988,0.3,3,6,50.0,38,16,2,4,50.0,1,1,100.0,0,0,,0,0.1,-0.1,1,1,0,0,1,Matches
115,Liam Delap\dd897ee7,eng ENG,FW,Manchester City,18,2003,0.1,1,1,100.0,15,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
116,Fabian Delph\111c3236,eng ENG,MF,Everton,31,1989,7.4,263,308,85.4,5253,1300,117,124,94.4,94,110,85.5,48,62,77.4,0,0.1,-0.1,3,33,2,0,26,Matches
117,Leander Dendoncker\5a7301ae,be BEL,MF,Wolves,26,1995,21.7,709,812,87.3,12399,2333,323,368,87.8,295,322,91.6,73,88,83.0,2,0.9,+1.1,10,44,4,0,37,Matches
118,Emmanuel Dennis\2c44a35d,ng NGA,FWMF,Watford,23,1997,28.7,431,633,68.1,6406,1891,255,329,77.5,125,180,69.4,32,56,57.1,6,3.2,+2.8,33,22,21,5,60,Matches
119,Kiernan Dewsbury Hall\5c74c0f5,eng ENG,MF,Leicester City,22,1998,23.4,941,1220,77.1,15939,4069,461,530,87.0,374,466,80.3,85,171,49.7,3,3.0,0.0,34,95,27,4,98,Matches
120,Ibrahima Diallo\11ff3d56,fr FRA,MF,Southampton,22,1999,11.4,357,438,81.5,6245,1432,171,204,83.8,149,171,87.1,29,42,69.0,2,1.0,+1.0,15,41,2,1,29,Matches
121,Raphael Dias Belloli\3423f250,br BRA,FWMF,Leeds United,24,1996,32.4,817,1281,63.8,15061,6139,386,471,82.0,281,404,69.6,117,310,37.7,3,6.8,-3.8,65,89,48,9,169,Matches
122,Rúben Dias\31c69ef1,pt POR,DF,Manchester City,24,1997,26.7,2097,2224,94.3,45031,11468,566,594,95.3,1189,1224,97.1,336,389,86.4,4,2.4,+1.6,12,182,4,0,106,Matches
123,Luis Díaz\4a1a9578,co COL,FW,Liverpool,24,1997,10.6,394,448,87.9,6196,1292,223,245,91.0,132,150,88.0,31,35,88.6,3,1.8,+1.2,16,18,22,3,41,Matches
124,Eric Dier\ac861941,eng ENG,DF,Tottenham,27,1994,34.1,1969,2226,88.5,44250,14510,492,525,93.7,1110,1175,94.5,362,506,71.5,0,1.4,-1.4,8,95,9,1,93,Matches
125,Lucas Digne\1b84dbe1,fr FRA,DF,Aston Villa,28,1993,14.1,632,823,76.8,9970,4476,360,397,90.7,200,260,76.9,55,125,44.0,4,2.0,+2.0,29,29,24,16,56,Matches
126,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,28,1993,13.0,487,678,71.8,8548,4277,219,262,83.6,211,268,78.7,42,104,40.4,0,1.7,-1.7,20,29,12,4,49,Matches
127,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,30,1991,34.0,2287,2520,90.8,51299,16562,601,649,92.6,1233,1288,95.7,442,564,78.4,1,0.4,+0.6,6,169,4,0,104,Matches
128,Issa Diop\a712ca2b,fr FRA,DF,West Ham,24,1997,10.7,404,469,86.1,7678,2665,153,163,93.9,199,220,90.5,46,79,58.2,1,0.1,+0.9,1,16,0,0,15,Matches
129,Moussa Djenepo\254147d4,ml MLI,MF,Southampton,23,1998,5.1,111,149,74.5,1706,705,66,77,85.7,33,45,73.3,10,17,58.8,0,0.2,-0.2,6,10,9,2,23,Matches
130,Lewis Dobbin\e814e1cf,eng ENG,FWMF,Everton,18,2003,0.4,4,7,57.1,106,24,2,3,66.7,0,1,0.0,2,3,66.7,0,0.0,0.0,0,1,0,0,1,Matches
131,Matt Doherty\d557d734,ie IRL,DF,Tottenham,29,1992,9.7,440,538,81.8,7428,1960,221,248,89.1,176,207,85.0,37,60,61.7,4,1.8,+2.2,14,20,11,4,36,Matches
132,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,23,1997,34.0,1796,2002,89.7,37056,10032,535,565,94.7,1002,1054,95.1,239,350,68.3,0,0.8,-0.8,8,111,1,0,83,Matches
133,Abdoulaye Doucouré\02b29014,ml MLI,MF,Everton,28,1993,28.2,877,1095,80.1,14742,3154,429,500,85.8,349,419,83.3,74,112,66.1,4,2.2,+1.8,21,81,23,1,91,Matches
